Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company,State,ZIP code,Complaint ID,UserId,Resolved,Resolved Date,Feedback Text,Feedback Score,Complaint Length,Feedback Length,Sentiment_Complaint_Label,Sentiment_Complaint_Score,Sentiment_Feedback_Label,Sentiment_Feedback_Score,Aggressiveness_Score,Complaint_Keywords,normalize sentiment,Risk Score,EscalationRisk,Escalation_label,nrc_emotions,Rating,userId
23-06-2025,Debt or credit management,Debt settlement,Confusing or missing disclosures,,I request the refund for my data .i know my data was explodes some one are use my identity my information sale my data all for my reputation for everything all the fund from third party also people open investments account on my name too .. Im victim the one got exploited every where international I need to know everything my self .my reputation ruined my life .ruined my career all that I want the refund.i request FBI agents to investigate I'm need to know every detail about my self I m not a kid anymore I have the right to know about my information.2022 the whole year I struggled alone I eat expired food.i sleep a place no heater people treat me disrespect.peoples treat me like I am a trash for all that I want the money,WELLS FARGO & COMPANY,MN,560XX,17836601,1220,Yes,18-11-2025,The issue was resolved quickly and satisfactorily.,5.0,138,7.0,negative,-0.838618696,positive,0.654565692,0.019,"['refund data', 'request fbi', 'want refund', 'exploited international', 'refund request']",0.080690652,0.919309348,0.604201076,Medium,"{'positive': 7, 'trust': 4, 'anger': 6, 'fear': 5, 'negative': 7, 'sadness': 6, 'disgust': 5, 'anticipation': 4, 'joy': 3, 'surprise': 3}",,
14-01-2025,Credit card,Store credit card,Getting a credit card,Card opened without my consent or knowledge,I received notification that a Wells Fargo Credit card had been opened this morning from XXXX XXXX XXXX  on XX/XX/year> XXXX. I call Wells Fargo Fraud Dept and resolved the issue but they recommended I make a statement with the FTC.,WELLS FARGO & COMPANY,IL,60050,18148398,1554,Yes,29-04-2025,The resolution did not fully address my concerns.,1.0,41,8.0,neutral,-0.434914917,negative,-0.839823604,0.342,"['fargo fraud', 'wells fargo', 'fargo credit', 'card opened', 'fraud dept']",0.282542542,0.717457459,0.586047348,Medium,"{'positive': 2, 'anticipation': 1, 'trust': 1}",,
21-11-2025,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with additional products or services purchased with the loan,"Issue Type : Auto Loan Fraud / Contract Dispute / Refusal to Honor Holder Rule Summary : My auto loan who is with First investors now XXXX with Stellantis Financial is tied to a fraudulent vehicle sale by XXXX XXXX. XXXXtellantis has been notified multiple times with extensive documentation, including : XXXX accident confirmation Enterprise accident repair records Evidence the dealer falsified or added post-sale XXXX entries Proof of false service charges Despite this, Stellantis refuses to pause collection or acknowledge the FTC Holder Rule. Their response was that they will continue ordinary business operations. 

Why Stellantis is liable : FTC Holder Rule : lenders are subject to claims and defenses arising from the sellers misconduct.

The contract was induced by misrepresentation and nondisclosure.

Stellantis is continuing to collect on a loan that is tied to a fraudulent transaction. 

Requested Relief : Pause collections Prevent negative credit reporting Require Stellantis to comply with the Holder Rule Require review of the fraudulent underlying transaction Consider Recission",Stellantis Financial Services US Corp.,AZ,85138,17982111,1463,No,,,,165,,negative,-0.708787858,positive,0.175723448,0.364,"['loan fraud', 'fraud contract', 'stellantis liable', 'sellers misconduct', 'misconduct contract']",0.145606071,0.854393929,0.682756054,Medium,"{'anger': 3, 'disgust': 4, 'negative': 9, 'positive': 4, 'fear': 2, 'sadness': 4, 'surprise': 2, 'trust': 5, 'anticipation': 1}",,
06-03-2025,Credit card,General-purpose credit card or charge card,Fees or interest,Problem with fees,"I am writing to request assistance regarding late fees and interest charges total of XXXX applied to my Citi credit card account over the past three billing cycles. 

When I contacted Citi previously to ask how to properly set up AutoPay, a Citi banker advised me to enroll in AutoPay for the minimum payment. I followed this guidance in good faith, believing it would ensure my account remained current. However, I later discovered that despite AutoPay being active, Citi assessed late fees and interest charges for three consecutive months. 

I was not aware that the AutoPay setup, as instructed by the representative, would still result in late payment charges. I only discovered this issue upon reviewing my account recently, at which point I immediately contacted Citi to request a correction. Citi has refused to waive the fees and interest, despite the fact that these charges resulted from reliance on incorrect or incomplete information provided by their representative. 

I respectfully request that Citi waive the late fees and reverse the associated interest charges for the affected billing periods as a fair and reasonable resolution. I acted based on Citis guidance and would have set up AutoPay differently had I been properly informed. This was not an intentional failure to pay, and I otherwise strive to maintain my accounts in good standing. 

Thank you for your time and assistance in reviewing this matter.","CITIBANK, N.A.",TX,75052,18358451,1844,Yes,15-05-2025,Customer service handled the complaint very well.,4.0,231,7.0,neutral,-0.340801537,positive,0.881401181,0.226,"['autopay citi', 'enroll autopay', 'late payment', 'late fees', 'autopay differently']",0.329599232,0.670400769,0.5148605,Medium,"{'positive': 19, 'negative': 12, 'sadness': 6, 'trust': 17, 'anticipation': 9, 'joy': 4, 'surprise': 3, 'disgust': 1, 'fear': 1}",,
11-04-2025,Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance","This mortgage servicing company has taken funds form our escrow account and paid XXXX items XXXX. Real estate ( property tax ) tax on XX/XX/XXXX, over XXXX XXXX dolalrs, never received by the taxing authority as of XX/XX/XXXX, 24 days later. XXXX. Our homeowners insurance policy payment of {$980.00} was deducted from our escrow account on XX/XX/XXXX, and this insitituion stares that they mailed payment to our insurance XXXX on that date. XXXX WEEKS later, on XX/XX/XXXX, that payment has not been recieved, I jsut confirmed this. I was just told by a XXXX at the XXXX XXXX 's mortgage servicer that a XXXX that refused to get on the phone with jme said to XXXX XXXX that it takes 30 days for payments to process. That is as lie. I have mortgages with escrow accounts at XXXX other mortgage companies and my bills are received within XXXX or 3 days of payments made from my escrow accounts. My homeowners insurance will be cancelled on XX/XX/XXXX if XXXX XXXX received. I paid this bill myself prior to closing on XX/XX/XXXX, and then these inconpetent people paid it a second time even though the bill was paid in advance, and they had a paid reciept. I had to wait several months for a refund. Now, XXXX year later, they aren't paying the bill at all. They are totally incompetent and they've LOST moy money and I can't afford to pay those bills myself becuase all ofmy money for them is inthe escrow accounts that XXXX LOST. Please help.","Shellpoint Partners, LLC",NY,109XX,18354603,1222,No,,,,257,,negative,-0.512598813,positive,0.175723448,0.105,"['mortgages escrow', 'deducted escrow', 'payments escrow', 'escrow account', 'escrow accounts']",0.243700594,0.756299407,0.528344614,Medium,"{'fear': 4, 'trust': 11, 'negative': 9, 'sadness': 5, 'positive': 10, 'anger': 4, 'disgust': 1, 'anticipation': 6, 'joy': 4, 'surprise': 3}",,
30-11-2025,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,"I am filing a complaint against Citibank , N.A . for improperly denying a valid debit card chargeback in violation of Mastercard network rules and consumer-protection obligations. 
Merchant : XXXX Amount : {$470.00} Debit Card : Citibank Mastercard ending XXXX Case ID : XXXX Summary of the issue : XXXX debited my Citibank Mastercard debit card for {$470.00}. The merchandise was defective, and XXXX approved a full refund and instructed me not to return the items. Despite this approval, no refund was ever credited back to my debit card. 
XXXX representment admits the refund was not returned to my Mastercard account and instead claims it was issued as a third-party XXXX balance credit. I never agreed to XXXX terms and conditions, never signed or accepted any XXXX refund policy. 

Citibank relied on this representment and denied my chargeback, despite clear violations of Mastercard rules : Mastercard Rules 4.12.1 and 4.12.2 require refunds to be credited to the original form of payment. 
Mastercard Chargeback Reason Code 4855 ( Credit Not Processed ) applies because no refund was received on my debit card. 
Third-party credits or internal balances do not satisfy Mastercard refund requirements. 
Citibank failed to enforce Mastercard network rules, improperly shifted the burden to the consumer, and allowed the merchant to substitute a non-consensual third-party credit in place of a debit card refund. 

Supporting documentation is attached, including XXXX refund confirmation, XXXX screenshots showing no refund, and Citibank account records showing no credit received.","CITIBANK, N.A.",NY,104XX,18279087,1577,No,,,,244,,negative,-0.663329422,positive,0.175723448,0.252,"['mastercard refund', 'refund citibank', 'card refund', 'complaint citibank', 'mastercard chargeback']",0.168335289,0.831664711,0.628782062,Medium,"{'anger': 3, 'negative': 7, 'anticipation': 3, 'fear': 2, 'sadness': 2, 'surprise': 1, 'disgust': 1, 'positive': 13, 'trust': 9}",,
25-07-2025,Debt or credit management,Debt settlement,Problem with customer service,,"I am filing this complaint regarding Service Finance and a UCC-1 financing statement they filed on XX/XX/XXXX, in connection with a home improvement loan. 

I fully paid off this loan today ( XX/XX/XXXX ), and according to their system, the payoff amount was correct. I contacted Service Finance to confirm that the account was paid in full and requested that they release the XXXXCC-1 lien by filing a UCC-3 termination statement.

The representative informed me that their process requires 30 days to send a payoff confirmation letter and an additional 30 days for the release of the UCC-1. I am concerned that this delay is excessive and interferes with my ability to refinance, sell, or obtain a home equity line of credit.

Additionally, Service Finance has been very aggressive in their collection efforts prior to this payoff, which added to my concern about their handling of this matter.

I am requesting assistance from the CFPB to ensure that Service Finance files the XXXX termination promptly and provides written confirmation of the payoff. I would also like the CFPB to review their practices regarding XXXX releases and collection methods. 

Thank you for your attention to this matter.",TRUIST FINANCIAL CORPORATION,TX,77099,17834987,1346,Yes,24-08-2025,I am unhappy with how the complaint was resolved.,2.0,196,9.0,neutral,-0.275316656,negative,-0.893634737,0.053,"['ucc financing', 'ucc termination', 'filing ucc', 'finance ucc', 'release ucc']",0.362341672,0.637658328,0.433027913,Low,"{'anger': 3, 'negative': 5, 'positive': 10, 'trust': 9, 'joy': 1, 'sadness': 4, 'anticipation': 1, 'fear': 3, 'disgust': 1}",,
26-10-2025,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu","I lost my job and for 9 months i've been paying on time with my savings. As that was being depleted, I asked for help from my loan servicing company - ShellPoint Mortgage. I called the loss mitigation dept and three times : XX/XX/year> XXXX & XXXX, XX/XX/year> XXXX and each time I got the same representative who told me that they got rid of their forbearance and deferment options in XXXX and that there was no other options available to me and I should just let my loan default. I can not believe this true. I need help and they rather see me fail.","Shellpoint Partners, LLC",IL,607XX,18113193,1127,No,,,,105,,negative,-0.804859936,positive,0.175723448,0.064,"['help loan', 'loan default', 'loan servicing', 'forbearance deferment', 'deferment options']",0.097570032,0.902429968,0.608979479,Medium,"{'negative': 3, 'sadness': 3, 'positive': 4, 'anticipation': 2, 'anger': 1, 'fear': 2, 'disgust': 1, 'joy': 1, 'trust': 1}",,
20-02-2025,Prepaid card,Government benefit card,Problem getting a card or closing an account,"Trouble getting, activating, or registering a card","To Whom It May Concern, I am writing to formally explain the circumstances surrounding the theft and unauthorized use of my XXXX debit card. I am requesting that my case be reviewed again, as I have been wrongfully held responsible for fraudulent transactions that I did not make. 
My XXXX card was stolen before I ever had the opportunity to use it. The individual who stole my card is of the same race as me, which I believe led to confusion and the incorrect assumption that I was the person who made the transactions. I want to be very clear : I did not make these charges, and I was not in possession of the card when the fraud occurred. 
My mailbox is located on XXXX XXXX, at a distance from my home, which makes it vulnerable to theft. I also regularly travel to my parents house to pick up my mail, so I am not always present when mail is delivered. I had no knowledge that my XXXX  card had arrived or had been taken until I realized funds were missing. 
Once I discovered the fraud, I took every step required of me : I filed police reports documenting the theft and unauthorized transactions. 
I contacted XXXX immediately to report the issue. 
I submitted a claim with Bank of America. 
I provided all information requested and fully cooperated with the investigation. 
Despite all of this, my claim was denied, and I am now being told I am responsible for the damages. I am simply asking for what I rightfully earned. I had no involvement in this theft, and I have no idea how the individual obtained my card or my information. 
I respectfully request that my case be reopened and fully reconsidered. The denial has placed an unfair burden on me, and I am only asking to recover the benefits that were stolen before I ever had access to them.","BANK OF AMERICA, NATIONAL ASSOCIATION",CA,94509,18042795,1176,Yes,10-04-2025,Customer service handled the complaint very well.,5.0,321,7.0,negative,-0.676362514,positive,0.881401181,0.538,"['card fraud', 'fraudulent transactions', 'card stolen', 'theft unauthorized', 'stole card']",0.161818743,0.838181257,0.733117817,Medium,"{'positive': 13, 'trust': 7, 'anger': 13, 'disgust': 7, 'fear': 10, 'negative': 22, 'sadness': 10, 'anticipation': 6, 'joy': 1, 'surprise': 1}",,
01-09-2025,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,I requested a credit card agreement and never received any response from this bank,"BANK OF AMERICA, NATIONAL ASSOCIATION",TX,78504,17986554,1258,Yes,26-12-2025,Customer service handled the complaint very well.,4.0,14,7.0,negative,-0.718949199,positive,0.881401181,0.012,"['card agreement', 'requested credit', 'agreement received', 'response bank', 'received response']",0.140525401,0.8594746,0.56285849,Medium,"{'positive': 3, 'trust': 3}",,
18-06-2025,Checking or savings account,Checking account,Managing an account,Banking errors,"I was supposed to receive a {$600.00} bonus from the bank for opening a new account and completing various activities. After I did this, the bank denied my bonus because they claimed I closed a previous account within the last 12 months. This was a surprise to hear, since I closed the previous account on XX/XX/XXXX and opened the new XXXX on XX/XX/XXXX. When I asked when they believe the previous account was closed they said XX/XX/XXXX. I didn't know they had the wrong information in their records when I opened the new account. However, even if XXXX were to believe that the previous account was closed on XX/XX/XXXX, the time period of ineligibility for the opening bonus would run from XX/XX/XXXX until XX/XX/XXXX. Any account opened beginning XX/XX/XXXX would be eligible.","BMO Bank, N.A.",MA,1886,18388731,1411,Yes,11-07-2025,The response was delayed and not satisfactory.,2.0,132,7.0,neutral,-0.127745703,negative,-0.893578172,0.097,"['denied bonus', 'bonus bank', 'account closed', 'account opened', 'opening bonus']",0.436127149,0.563872852,0.400467353,Low,"{'anticipation': 5, 'joy': 5, 'positive': 7, 'surprise': 4, 'trust': 9, 'negative': 2, 'sadness': 1, 'fear': 1}",,
26-01-2025,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Credit card company forcing arbitration,"On XX/XX/year>, USAA was served via Certified Mail ( Delivered ) with my written complaint and dispute package. That correspondence clearly outlined the issues, included supporting documentation, and formally advised USAA that failure to resolve the matter would result in arbitration pursuant to the applicable agreement. 

USAA received that notice and failed to resolve the dispute within a reasonable time or provide a substantive, good-faith response addressing the issues raised. No complete written resolution, corrective action, or documented explanation was provided following confirmed delivery. 

As a result of USAAs non-response and failure to cure, I have now filed for arbitration with the XXXX XXXX XXXX XXXX XXXX ) in accordance with the governing arbitration provision. This CFPB complaint is submitted to document that USAA was given proper notice and opportunity to resolve prior to arbitration, that certified service was completed on XX/XX/year>, and that escalation occurred only after USAA failed to act. 

I am requesting CFPB review to ensure this matter is properly documented, reviewed, and addressed, and to facilitate resolution given that formal arbitration is already pending.",UNITED SERVICES AUTOMOBILE ASSOCIATION,NC,28786,18285194,1833,Yes,24-02-2025,"The issue was resolved, but it took longer than expected.",3.0,178,10.0,negative,-0.563673139,negative,-0.465236992,0.258,"['cfpb complaint', 'filed arbitration', 'arbitration pending', 'complaint dispute', 'prior arbitration']",0.218163431,0.78183657,0.59849377,Medium,"{'anger': 4, 'negative': 6, 'anticipation': 11, 'positive': 14, 'trust': 5, 'disgust': 2, 'fear': 2, 'sadness': 2}",,
01-06-2025,Mortgage,FHA mortgage,Trouble during payment process,Payment process,This is my THIRD request for a clear and concise record of all payments that I have made! The Information I received via postal mail from XXXX XXXX  as well as the online portal/ Self service app is UNCLEAR and INACCURATE! I have requested help from Consumer Finance.gov and have not been supported in rectify this dilemma. CFBP always closes my case and am advised to provide FEEDBACK only! This is MY THIRD REQUEST for a clear accurate WRITTEN LEDGER and or record of all money received and what has been paid.. I will be attaching to this complaint the written document that was received from XXXX XXXX  it was inaccurate unuseful. I was ONLY send information on XXXX. I also have received a mortgage statement showing to conflicting amounts! When I make a payment I am then advised that it was incorrect. My payment plan was UNFAIRLY terminated based on the wrong information I was provided. I NEED HELP!!!!!!!!!!!!!!!! I NEED TO KNOW what I owe! I will also be attaching to this complaint a screenshot from my self help App that I saved on XX/XX/XXXX at XXXX stating that my XXXX and XXXX mortgage was unpaid. Then today I received in the mail a mortgage statement showing that I owe XXXX XXXX and XXXX!!! The online app shows that I need to pay {$4900.00} then I received today a mortgage statement that shows that I need to pay XXXX!!! I NEED HELP! I MAKE a Payment and then am advised its incorrect! This keeps happening three times to be exact! I NEED HELP! I NEED HELP and Im not getting the support i need. Please dont CLOSE this complaint out until my request have been granted I will keep opening up complaints until then!,MIDFIRST BANK,NJ,070XX,18277722,1884,No,,,,296,,negative,-0.844027936,positive,0.175723448,0.435,"['payments information', 'mortgage statement', 'received mortgage', 'incorrect payment', 'complaint request']",0.077986032,0.922013968,0.751559079,Medium,"{'positive': 19, 'anticipation': 6, 'fear': 5, 'negative': 12, 'sadness': 2, 'trust': 11, 'anger': 5, 'joy': 3, 'surprise': 1}",,
28-04-2025,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Fees charged,"I am submitting this complaint regarding improper and excessive mortgage servicing fees assessed by Zions Bank on a reaffirmed HELOC. 

The loan was reaffirmed in a XXXX XXXX. During the active bankruptcy period, we were legally prohibited from making payments. Outside of that period, we have remained current and on time. 

At the time the HELOC was originated, the home was valued at over {$170000.00}. The current estimated value exceeds {$370000.00}. Despite this substantial equity and a very low principal balance ( approximately {$7800.00} in XXXX, now {$5900.00} ), Zions Bank has repeatedly charged appraisal and valuation-related fees, sometimes multiple times per year. These fees totaling almost {$5000.00} have inflated the payoff amount to over {$11000.00}. 

-- Improper Fees Charged XXXX assessed the following charges labeled as XXXX XXXX XXXX XXXXXXXX XXXX, including vendor charges from XXXX XXXX XXXX : {$400.00} for each appraisal on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX {$600.00} for each appraisal on XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX, XX/XX/XXXX Desktop fee of {$150.00} on XX/XX/XXXX, no explanation or description of this fee was ever given XXXX separate XXXX XXXX XXXX  from XXXX XXXXXXXX XXXX XXXX Timeline of Dispute XX/XX/XXXX Zions Bank provided a list of fees showing repeated appraisal and valuation charges. 

XX/XX/XXXX, we submitted a formal RESPA Notice of Error and Request for Information disputing the fees and requesting copies of all appraisals XX/XX/XXXX Zions Bank responded in writing declining to make any fee adjustments and refusing to provide copies of the appraisals or valuations. 

More than a year prior to this formal request, I had already emailed and verbally asked for copies of the appraisals multiple times and was repeatedly denied. 

-- Failure to Provide Required XXXX Copies XXXX  charged these fees for appraisals or valuations that were never provided. 

Under ECOA Regulation B ( 12 CFR 1002.14 ), creditors must automatically provide copies of appraisals or valuations when they are charged to the consumer or used in connection with the account. XXXX failed to comply with this requirement. 

-- Lack of Notice and Improper Servicing The "" Desktop '' fees were added without notice or explanation, and XXXX has failed to substantiate them specifically, despite formal requests, in violation of RESPA servicing requirements. 

-- Pattern of Improper Fee Practices Public CFPB complaint data shows that Zions Bank has issued monetary relief in multiple mortgage and HELOC complaints involving improper fees, demonstrating a documented pattern of non-compliance with federal servicing and disclosure rules.",ZIONS BANCORPORATION,UT,847XX,18226278,1238,Yes,12-07-2025,I am satisfied with the resolution provided.,5.0,406,7.0,negative,-0.529554367,positive,0.870885432,0.311,"['improper fees', 'fees appraisals', 'valuation charges', 'fees assessed', 'mortgage heloc']",0.235222817,0.764777184,0.605955169,Medium,"{'anger': 8, 'negative': 11, 'fear': 5, 'disgust': 2, 'sadness': 3, 'anticipation': 3, 'positive': 8, 'trust': 5, 'surprise': 1}",,
06-06-2025,Checking or savings account,Checking account,Managing an account,Problem accessing account,"On XX/XX/XXXX, I arrived in XXXX, XXXX XXXX XXXX, and urgently needed to prevent a pending transaction with XXXX. At approximately XXXXXXXX XXXX XXXX on XX/XX/XXXX, I contacted USAA for assistance. During this call, a USAA representative advised that account verification was required. I provided the requested identifying information, including my account PIN, the email address associated with my profile, and my Social Security number. 

The representative then attempted to complete verification by sending a one-time passcode via SMS to the phone number on file. I expressly informed the representative that, due to my international travel, I did not have reliable access to SMS text messaging and had limited access to push notifications while in XXXX. Despite this disclosure, the representative proceeded with the SMS verification attempt, which resulted in my account being locked. 

I was subsequently informed that account access could alternatively be restored through USAAs VIP Access feature ; however, I was also advised that VIP Access must be configured while logged into the account, which was impossible due to the existing account lockout. 

Since that time, I have spoken with more than XXXX USAA customer service representatives. Each representative declined to escalate the matter or provide access to supervisory or management contact information. I was repeatedly instructed to submit a request through usaaXXXX  so that USAAs account recovery team could contact me. Although I complied with this instruction, the process does not provide immediate assistance, and I was informed that the expected response time is approximately XXXX days. 

I explicitly advised each representative that this situation constituted an emergency, as the locked account is my primary and sole checking account, leaving me without access to funds while abroad. Despite this, all representatives refused to escalate the issue or provide alternative solutions. 

This situation has caused significant and unforeseen hardship and distress, particularly given my international location and lack of access to financial resources. Additionally, publicly available consumer reports and discussions on major forums, including XXXX, indicate that this issue, specifically USAAs reliance on SMS-based final verification, appears to be a recurring and widespread problem affecting multiple customers.",UNITED SERVICES AUTOMOBILE ASSOCIATION,TX,77044,18379504,1766,No,,,,350,,neutral,-0.109335408,positive,0.175723448,0.16,"['contacted usaa', 'usaas account', 'usaa customer', 'sms verification', 'usaas vip']",0.445332296,0.554667704,0.416534008,Low,"{'fear': 4, 'trust': 26, 'positive': 26, 'anger': 4, 'negative': 10, 'sadness': 7, 'anticipation': 5, 'surprise': 3, 'disgust': 1, 'joy': 1}",,
22-03-2025,Credit card,Store credit card,Problem with fraud alerts or security freezes,,"Citi bank for Best Buy credit card was suppose to have frozen my card and they never did because a person who was not me was able to go into the store and charge my card with just a phone number and put two more fraudulent charges on my old card when I one had the new card and two the account should of been frozen. I finally had to close the card out to stop the fraud.

I would have never opened this account if I would have known the problems. I had to have my credit checked not to mention all the wasted time and energy. I want the company to give me some sort of compensation for my time wasted and for causing damage to my credit","CITIBANK, N.A.",FL,32127,18116289,1150,No,,,,130,,negative,-0.854670227,positive,0.175723448,0.114,"['citi bank', 'card account', 'best buy', 'problems credit', 'frozen card']",0.072664887,0.927335114,0.642667824,Medium,"{'trust': 7, 'positive': 5, 'anticipation': 4, 'anger': 5, 'disgust': 5, 'negative': 5, 'joy': 1, 'surprise': 1, 'sadness': 1}",,
23-11-2025,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"I moved to XXXX, North Carolina as of XX/XX/year> and I wanted to switch to a bank that had more local locations. 

I opened a joint checking account with my wife and switched my direct deposit over to Bank of America as of XX/XX/year> through XXXX, our XXXX system to allow time for the changes to take in the system. I entered an incorrect account number, inadvertently switching XXXX digits. My next payment was scheduled to be deposited on XX/XX/year>. 

I caught the mistake on the morning of XX/XX/year> and immediately contacted my XXXX department who let me know that I should contact my bank, which I did. I let the representative know all the details of the transaction as well as the context. The Bank of America representative informed me that we should give the payment time ( XXXX business days ) to reject since the name on the deposit would not match the name on the checking account. They also submitted a missing direct deposit inquiry form, which I later learned on XX/XX/year> was closed within XXXX business day. 

On XX/XX/year>, I contacted my XXXX  department again who let me know that they would enter a reversal request for the funds from the same account that they sent it to and that it could take up to XXXX business days to process. 

On the same day I received a mailed response from Bank of America saying that there wasnt an error because they never received the direct deposit I inquired about. I assumed it wouldnt be an issue because XXXX department said they had already put in motion the reversal of the original transaction. 

On XX/XX/year>, I received word from my XXXX department that Bank of America had rejected their request for a reversal due to insufficient funds in the account where funds were incorrectly deposited. I immediately called Bank of America to inquire about this. They, again, let me know that they wouldnt deposit funds into an account that didnt match my name, but offered to enter another direct deposit inquiry which would be actioned by XXXX XXXX XXXX. 

I called back on the same day with hopes of being transferred to the fraud department. By this time, I was more aware that no investigation to where these funds went had been performed and per regulation XXXX, a provisional credit could have been issued pending the investigation. I escalated twice to XXXX senior representatives. The first escalation went to a gentleman who provided conflicting information and refused to transfer me to the fraud department because this situation didnt constitute fraud in his point of view. Per Bank of Americas own website, this is exactly a situation for fraud. My funds were incorrectly deposited into another persons account who subsequently moved the funds out of Bank of Americas control. The second representative I spoke with ultimately told me that my employers bank would need to issue the claim, though she could provide no information on what type of claim, the name of the claim, if it was an internal form, where to find it, how to submit it, a turnaround time or any further detail. Furthermore, this wasnt stated on any previous interaction with Bank of America and she could provide no reason as to why. 

Following this set of events, I contacted my XXXX department who just needed to know exactly what steps they needed to follow to issue this claim. The XXXX rep called Bank of America who said that I needed to submit another direct deposit inquiry to have Bank of America investigate this, as she, the XXXX rep, could not submit a claim on my behalf. So round and round we go, with a week of me being without the funds. I talked later with another Bank of America representative who entered a direct deposit inquiry on my behalf. 

The following day on XX/XX/year>, I called in again and was offered a direct deposit inquiry yet again with a XXXX business day turnaround time. He also suggested that I contact the state attorneys office. The concern I have is genuine as XXXX not sure this would have come to light had I not discovered and tracked this all the way through. If I followed initial instructions by Bank of America, I never wouldve processed a reversal with my XXXX department and never learned that there were insufficient funds on the reversal transaction.","BANK OF AMERICA, NATIONAL ASSOCIATION",NC,28217,18319015,1026,No,,,,738,,neutral,-0.034487013,positive,0.175723448,0.446,"['deposit inquiry', 'contact bank', 'incorrect account', 'deposit bank', 'transfer fraud']",0.482756494,0.517243507,0.492308279,Low,"{'trust': 23, 'anticipation': 20, 'negative': 24, 'sadness': 5, 'positive': 23, 'anger': 10, 'fear': 2, 'disgust': 5, 'surprise': 5}",,
28-06-2025,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,"I am filing a complaint regarding XXXX unauthorized debit card transactions totaling approximately {$22000.00} from a single merchant, XXXX XXXX. I did not authorize any of these transactions and have no relationship with this merchant. 

My debit card was in my possession at all times, and I did not make, approve, or benefit from any of these purchases. I did not give permission to anyone to use my debit card or online banking. 

I reported the fraud promptly to Wells Fargo and filed a formal claim. Due to the volume of transactions, the single merchant involved, and the rapid pattern of charges, this activity is clearly unauthorized electronic fund transfers. 

My concern is ensuring Wells Fargo fully complies with Regulation E, including proper investigation, timely handling, and issuance of provisional credit while the claim is under review.",WELLS FARGO & COMPANY,CA,90650,18353584,1663,No,,,,137,,negative,-0.738538623,positive,0.175723448,0.13,"['unauthorized debit', 'unauthorized electronic', 'reported fraud', 'card transactions', 'banking reported']",0.130730689,0.869269312,0.610525052,Medium,"{'anger': 3, 'negative': 5, 'trust': 7, 'disgust': 1, 'fear': 1, 'joy': 1, 'positive': 8, 'surprise': 1, 'anticipation': 1}",,
14-06-2025,Checking or savings account,Checking account,Managing an account,Problem accessing account,My name is XXXX XXXX this complaint is for Card Claim Dispute Proposal letter Document I cant open it up or access it it say this It has not been possible to open the document selected. Please review your criteria and try again and my account username is XXXX and my account number for my checking account is XXXX and the date it was sent was XX/XX/year> I cant access it online on portal site or the mobile app so please fix it for me so I can access it by mobile app or site portal or both if it cant be fixed for site portal or mobile app please upload the letter to my XXXX complaint business response and I also need a update from my dispute claim number for XXXX for {$130.00} if the credits are permanent credits or or final credits or the investigation is still going on for all 3 disputes and when will they all 3 final and permanent and give me the credit final decision letter for all 3 disputes for it saying if all 3 credits are final permanent or not etc?,"SANTANDER HOLDINGS USA, INC.",PA,17057,18364339,1328,No,,,,189,,negative,-0.627952039,positive,0.175723448,0.141,"['claim dispute', 'complaint card', 'claim number', 'card claim', 'dispute proposal']",0.186023981,0.81397602,0.578434413,Medium,"{'anger': 3, 'negative': 3, 'anticipation': 7, 'trust': 5, 'positive': 1}",,
